Character,Dialogue,Context,fr,it,de,es,ru,ptbr,zht,zhs,JP,ko,tr,
,I couldn't bear it. So I didn't.,,Je ne pouvais pas le supporter. Alors je ne l'ai pas fait.,Non riuscivo a sopportarlo. Così non l'ho fatto.,Ich konnte es nicht ertragen. Also tat ich es nicht.,No podía soportarlo. Así que no lo hice.,Я не мог этого вынести. Поэтому и не стал.,Eu não consegui suportar. Então não suportei.,我承受不了。所以我沒有。,Dayanamadim. O yuzden yapmadim.,耐えられなかった。だから、耐えなかった。,견딜 수 없었어. 그래서 견디지 않았지.,Dayanamadim. O yuzden yapmadim.,
,Thank you for putting her soul to rest. Maybe I can rest now too.,,Merci d'avoir permis à son âme de reposer en paix. Peut-être que je peux enfin me reposer aussi.,Grazie per aver dato pace alla sua anima. Forse ora posso riposare anch'io.,"Danke, dass du ihrer Seele Frieden geschenkt hast. Vielleicht kann ich jetzt auch ruhen.",Gracias por permitir que su alma descanse. Quizá ahora yo también pueda descansar.,"Спасибо, что упокоила её душу. Может, теперь и я смогу отдохнуть.",Obrigado por dar descanso à alma dela. Talvez agora eu também possa descansar.,謝謝妳讓她的靈魂得以安息。也許現在我也能休息了。,Ruhunu huzura erdirdigin icin sag ol. Belki ben de artik dinlenebilirim.,あの子の魂を安らかにしてくれてありがとう。これで私も休めるかもしれない。,그 애의 영혼을 편히 쉬게 해 줘서 고마워. 이제 나도 쉴 수 있을지도 모르겠네.,Ruhunu huzura erdirdigin icin sag ol. Belki ben de artik dinlenebilirim.,
,"Some fellow came to us, said he'd solve all our problems.",,"Un type est venu nous voir, disant qu'il résoudrait tous nos problèmes.",Un tizio venne da noi e disse che avrebbe risolto tutti i nostri problemi.,"Irgendein Kerl kam zu uns und sagte, er würde all unsere Probleme lösen.",Un tipo vino a vernos y dijo que resolvería todos nuestros problemas.,"К нам пришёл какой-то тип и сказал, что решит все наши проблемы.",Um sujeito veio até nós e disse que resolveria todos os nossos problemas.,有個傢伙來找我們，說他能解決我們所有的問題。,"Bir adam geldi, tum sorunlarimizi cozecegini soyledi.",ある男がやって来て、俺たちの問題を全部解決してやると言った。,어떤 남자가 찾아와서 우리 문제를 전부 해결해 주겠다고 했어.,"Bir adam geldi, tum sorunlarimizi cozecegini soyledi.",
,Needed a kid for some show...said he'd make our little girl better.,,Il avait besoin d'un enfant pour une émission... il a dit qu'il soignerait notre bébé.,Cercava un bambino per uno show... Diceva che avrebbe fatto stare meglio nostra figlia.,"Brauchte ein Kind für eine Show ... Sagte, er würde unserer Kleinen helfen.",Necesitaba a una niña para un programa... Dijo que la convertiría en una estrella.,"Искал ребенка для своей программы... Сказал, что вылечит нашу дочку.",Queriam uma criança para um programa de TV... falaram que ajudaria ela.,演出需要個孩子…說他會讓我們的小女孩變得更好。,Bir gosteri icin bir cocuga ihtiyaci varmis... kucuk kizimizi iyilestirecegini soyledi.,テレビ番組に子どもの出演者が必要で、娘を「良くして」やると言った。,방송을 위해 어린애가 필요하다고 했지...우리 딸을 더 멋지게 해주겠다고.,Bir gosteri icin bir cocuga ihtiyaci varmis... kucuk kizimizi iyilestirecegini soyledi.,
,They took her from us. Didn't see much reason to keep going. So I did myself in.,,Ils nous l'ont prise. Je ne voyais plus vraiment de raison de continuer. Alors j'ai mis fin à mes jours.,Ce l'hanno portata via. Non vedevo più molte ragioni per andare avanti. Così mi sono tolto la vita.,Sie haben sie uns genommen. Ich sah keinen großen Grund mehr weiterzumachen. Also habe ich meinem Leben ein Ende gesetzt.,Nos la quitaron. Ya no veía muchas razones para seguir adelante. Así que acabé con mi vida.,Они забрали её у нас. Я больше не видел особого смысла продолжать. Поэтому покончил с собой.,Eles tiraram ela de nós. Não vi muito motivo pra continuar. Então tirei minha própria vida.,他們把她從我們身邊帶走了。我再也看不到繼續活下去的理由。所以我結束了自己的生命。,Onu bizden aldilar. Devam etmek icin pek sebep gormedim. O yuzden kendimi oldurdum.,あいつらにあの子を奪われた。生き続ける理由も見つからなくてな。それで自分で終わらせた。,그들이 그 애를 우리에게서 빼앗아 갔어. 계속 살아갈 이유가 별로 없더군. 그래서 내 손으로 끝냈지.,Onu bizden aldilar. Devam etmek icin pek sebep gormedim. O yuzden kendimi oldurdum.,
,"Bloody and broken, his body a shell of itself.",,"Ensanglanté et brisé, son corps n'est plus que l'ombre de lui-même.","Insanguinato e spezzato, il suo corpo è ormai solo un guscio vuoto.",Blutig und gebrochen ist sein Körper nur noch eine leere Hülle.,"Ensangrentado y destrozado, su cuerpo no es más que un cascarón.","Окровавленное и сломанное, его тело стало лишь пустой оболочкой.","Ensanguentado e quebrado, seu corpo não passa de uma casca vazia.",渾身是血、支離破碎，他的身體只剩下一具空殼。,"Kanli ve kirik, bedeni kendisinin bir kabugu.",血まみれで壊れ果て、その体は抜け殻のようだ。,피투성이에 망가진 그의 몸은 이제 빈 껍데기일 뿐이다.,"Kanli ve kirik, bedeni kendisinin bir kabugu.",
,I shoulda done somethin'. I shoulda stopped it.,,"J'aurais dû faire quelque chose, les arrêter.",Avrei dovuto fare qualcosa. Avrei dovuto fermarli.,Ich hätte etwas tun sollen. Ich hätte das stoppen sollen.,Debería haber hecho algo. Debería haber parado aquello.,Я должен был что-нибудь предпринять. Остановить их.,Eu devia ter feito algo. Eu devia ter impedido isso.,我當時應該做點什麼的。我應該阻止這一切的。,Bir sey yapmaliydim. Engel olmaliydim.,何かすべきだった。私はあれを止めるべきだった。,뭐라도 해야 했어. 놈들을 막아야 했었지.,Bir sey yapmaliydim. Engel olmaliydim.,
,I was...a coward.,,J'étais... une lâche.,Ero... una codarda.,Ich war... ein Feigling.,Fui... una cobarde.,Я была... трусихой.,Eu fui... uma covarde.,我就是個懦夫。,Ben... korkaktim.,私は…臆病だった。,난... 겁쟁이였어.,Ben... korkaktim.,
,"""The Network""",,« The Network »,"""The Network""",„The Network“,"""The Network""",«The Network»,"""The Network""",「The Network」,"""Ag""",「The Network」,"""The Network""","""Ag""",
,"Life is pain, I suppose.",,La vie n'est que douleur.,"La vita è sofferenza, immagino.","Das Leben ist Schmerz, nehme ich an.",Supongo que la vida es dolor.,"Видимо, жизнь — это боль.","Pelo jeito, viver é sofrer.",我想，人生即痛苦。,"Hayat acidir, sanirim.",人生とは、苦痛そのものだ。,삶은 고통이야.,"Hayat acidir, sanirim.",
,Promised they'd keep our girl goin' if she did what they said.,,Ils ont promis qu'ils garderaient notre fille en vie si elle faisait ce qu'ils disaient.,Promisero che avrebbero tenuto in vita la nostra ragazza se avesse fatto ciò che dicevano.,"Sie versprachen, unser Mädchen am Leben zu halten, wenn sie tat, was sie sagten.",Prometieron que mantendrían con vida a nuestra niña si hacía lo que le decían.,"Они обещали, что наша девочка будет жить, если станет делать то, что ей говорят.",Prometeram manter nossa garota viva se ela fizesse o que mandassem.,他們答應，只要我們的女孩照他們說的做，就會讓她繼續活著。,Dediklerini yaparsa kizimizi yasatacaklarina soz verdiler.,言う通りにすれば、うちの娘を生かしておくと約束した。,그들이 시키는 대로 하면 우리 애를 계속 살려 주겠다고 약속했어.,Dediklerini yaparsa kizimizi yasatacaklarina soz verdiler.,
,But that was just the beginning I suppose...,,Mais ce n'était que le début.,Ma quello era solo l'inizio...,"Aber das war nur der Anfang, nehme ich an ...",Pero eso fue solo el principio...,Но это было только начало...,Mas creio que aquilo foi só o começo...,不過我想，那只是這一切的開端而已…,Ama bu sadece baslangicti sanirim...,だが、それはたほんの始まりに過ぎなかったようだ…,하지만 그건 시작에 불과했어...,Ama bu sadece baslangicti sanirim...,
,"She's finally free, huh? I guess it's for the best.",,Elle est enfin libre ? C'est mieux comme ça.,"Ora è finalmente libera, eh? Menomale.","Sie ist endlich frei, was? Ich schätze, das ist das Beste.","Al fin es libre, ¿no? Supongo que es lo mejor.","Она наконец-то свободна? Наверное, это к лучшему.","Ela finalmente está livre, né? Acho que é melhor assim.",現在她終於自由了，對吧？我想這或許就是最好的結局了。,"Sonunda ozgur, ha? En iyisi bu sanirim.",妻はやっと自由になれたのか？そのほうが良かったのかもしれん。,드디어 자유가 된 거야? 이게 최선이겠지...,"Sonunda ozgur, ha? En iyisi bu sanirim.",
,And my poor little Suzie...,,Et ma pauvre petite Suzie...,E la mia povera piccola Suzie...,"Und meine arme, kleine Suzie ...",Y mi pobre Suzie...,А моя бедненькая Сьюзи...,E minha pobre Suzie...,我可憐的小蘇西…,Ve zavalli kucuk Suzie'm...,かわいそうなスージー…,불쌍한 내 딸 수지...,Ve zavalli kucuk Suzie'm...,
,They made her work for 'em. Promised they'd keep our girl alive if she did their bidding.,,Ils l'ont fait travailler pour eux. Ils ont promis de garder notre fille en vie si Loïs faisait ce qu'ils voulaient.,L'hanno costretta a lavorare per loro. Promisero che avrebbero mantenuto in vita nostra figlia se avesse fatto ciò che chiedevano.,"Sie haben sie dazu gebracht, für sie zu arbeiten. Sie haben ihr versprochen, unser Mädchen am Leben zu lassen, wenn sie tut, was sie wollen.",La obligaron a trabajar para ellos. Prometieron que la mantendrían con vida si ella hacía lo que le pidieran.,"Они вынудили ее выполнять их поручения. Пообещали сохранить жизнь нашей дочке, если она будет на них работать.",Foi obrigada a trabalhar pra eles. Prometeram que continuaria viva se fizesse o que mandavam.,他們逼迫她為他們工作，說只要她照他們說的去做，他們就保證會讓我們的小女孩活下去。,Onlar icin calistirdilar. Dediklerini yaparsa kizimizi hayatta tutacaklarina soz verdiler.,妻は彼らのために働かされた。言う通りにすれば、生かしといてやると言われてな…,놈들이 수지에게 강제로 일을 시켰어. 시키는 대로 하면 우리 딸을 살려두겠다고 약속했지.,Onlar icin calistirdilar. Dediklerini yaparsa kizimizi hayatta tutacaklarina soz verdiler.,
,Our baby girl got real sick from the smoke. She never had strong lungs...,,Notre petite fille est tombée malade à cause de la fumée. Elle n'avait jamais eu de bons poumons...,La nostra piccola si ammalò per il fumo. Aveva dei polmoni delicati...,Unser kleines Mädchen wurde durch den Rauch sehr krank. Sie hatte nie eine starke Lunge ...,Nuestra pequeña se puso muy enferma por el humo. Sus pulmones no aguantaron...,Наша дочка заболела из-за дыма. У нее всегда были слабые легкие...,Nossa filhinha ficou muito doente por causa da fumaça. Seus pulmões nunca foram fortes...,我們的寶貝女兒因為吸入了煙霧而病得很重。她的肺一直都不好…,Kucuk kizimiz dumandan cok hastalandi. Cigerleri hic guclu degildi...,娘は煙でひどく体を壊してしまった。もともと肺が弱かったんだ…,우리 애는 연기를 마시면 아파. 폐가 약했거든...,Kucuk kizimiz dumandan cok hastalandi. Cigerleri hic guclu degildi...,
,Remote Exit,,Sortie à distance,Uscita remota,Remote-Ausgang,Salida remota,Удалённый выход,Saída remota,遠端退出,Uzaktan Cikis,リモート終了,원격 종료,Uzaktan Cikis,
,Use                                  to move,,Utiliser                                  pour les déplacements,Usa                                  per muoverti,Benutze                                  zum Bewegen,Usa para moverte,"Используйте                                  , чтобы перемещаться",Use para se mover,使用                                  來移動,Hareket etmek icin kullan,{button}で移動,으로 이동,Hareket etmek icin kullan,
,Use                  to move,,Utilisez                  pour vous déplacer,Usa                  per muoverti,Benutze                  zum Bewegen,Usa                  para moverte,Используйте                  для движения,Use                  para se mover,使用                  移動,Hareket etmek icin kullan,で移動,로 이동,Hareket etmek icin kullan,
,Hold                             to sprint,,Maintenir                                  pour courir,Tieni premuto                             per correre,Halte                             zum Sprinten,Mantén pulsado para correr,"Удерживайте                             , чтобы бежать",Mantenha pressionado para correr,按住                             來奔跑,Kosmak icin basili tut,{button}で走る,길게 눌러 달리기,Kosmak icin basili tut,
,Hold                     to sprint,,Maintenir                                  pour courir,Tieni premuto                             per correre,Halte                             zum Sprinten,Mantén pulsado para correr,"Удерживайте                             , чтобы бежать",Mantenha pressionado para correr,按住                             來奔跑,Kosmak icin basili tut,{button}で走る,길게 눌러 달리기,Kosmak icin basili tut,
